creator;version;href;ns1:text;ns1:time;ns1:name;ns1:desc;ns1:type;lat;lon;ns1:ele;ns1:time2;ns2:hr;ns2:cad
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55.83863421343266963958740234375;37.32440200634300708770751953125;146,6000061;2020-02-24T04:50:52.000Z;122;0
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55,83870068;37,32438231;146,3999939;2020-02-24T04:50:55.000Z;125;0
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55.83905884064733982086181640625;37,32389163;146;2020-02-24T04:51:08.000Z;126;0
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55.83933996967971324920654296875;37,3236442;145,6000061;2020-02-24T04:51:16.000Z;125;0
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55.83945597521960735321044921875;37.32342635281383991241455078125;144,6000061;2020-02-24T04:51:19.000Z;123;0
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55,83951825;37,32315486;144,8000031;2020-02-24T04:51:22.000Z;123;0
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55.83953476510941982269287109375;37,32300214;145,1999969;2020-02-24T04:51:24.000Z;126;42
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55.83957449533045291900634765625;37,32275186;145;2020-02-24T04:51:29.000Z;123;36
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55,83954507;37,32248398;145,8000031;2020-02-24T04:51:36.000Z;126;36
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55.83951783366501331329345703125;37.32237760908901691436767578125;146,3999939;2020-02-24T04:51:39.000Z;131;35
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55,83948942;37,32224509;147,3999939;2020-02-24T04:51:43.000Z;134;34
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55.83947525359690189361572265625;37.32217644341289997100830078125;147,6000061;2020-02-24T04:51:45.000Z;137;34
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55.83941792137920856475830078125;37,32199565;148,3999939;2020-02-24T04:51:49.000Z;140;50
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55,83937107;37.32177427969872951507568359375;149;2020-02-24T04:51:54.000Z;143;53
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55.83934164606034755706787109375;37.32156858779489994049072265625;149,3999939;2020-02-24T04:51:59.000Z;146;57
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55.83931582979857921600341796875;37,32138595;149,6000061;2020-02-24T04:52:03.000Z;149;53
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55.83928699605166912078857421875;37.32115569524466991424560546875;149,8000031;2020-02-24T04:52:09.000Z;153;55
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55,83928054;37,32107934;150;2020-02-24T04:52:11.000Z;156;55
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55,83926914;37.32081857509911060333251953125;150,3999939;2020-02-24T04:52:17.000Z;159;55
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55,83926177;37,32057709;150,1999969;2020-02-24T04:52:21.000Z;159;55
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55,83932044;37,31975734;148,6000061;2020-02-24T04:52:27.000Z;157;0
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55,83932849;37,31947822;148;2020-02-24T04:52:29.000Z;154;0
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55,83931876;37,31923196;148,3999939;2020-02-24T04:52:31.000Z;151;0
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55.83929671905934810638427734375;37,31904656;148,3999939;2020-02-24T04:52:33.000Z;150;0
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55,83916772;37.31860005296766757965087890625;148;2020-02-24T04:52:42.000Z;153;55
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55,83912548;37.31841414235532283782958984375;148,1999969;2020-02-24T04:52:48.000Z;156;55
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55,83907317;37,31823804;148,3999939;2020-02-24T04:52:52.000Z;159;33
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55,83901467;37,31805313;149,1999969;2020-02-24T04:52:55.000Z;158;37
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55.83884661085903644561767578125;37.31784031726419925689697265625;150,6000061;2020-02-24T04:53:00.000Z;157;34
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55,83873756;37.31782388873398303985595703125;151,6000061;2020-02-24T04:53:03.000Z;156;31
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55,83870269;37,31783168;152;2020-02-24T04:53:04.000Z;156;31
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55.83861275576055049896240234375;37.31787283904850482940673828125;152,6000061;2020-02-24T04:53:07.000Z;155;30
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55,83855702;37.31791189871728420257568359375;153,1999969;2020-02-24T04:53:09.000Z;156;30
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55.83852943964302539825439453125;37.31793855316936969757080078125;153,3999939;2020-02-24T04:53:10.000Z;157;30
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55,83820464;37.31847482733428478240966796875;156;2020-02-24T04:53:29.000Z;159;44
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55,83818922;37.31854657642543315887451171875;156,6000061;2020-02-24T04:53:31.000Z;159;47
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55.83816633559763431549072265625;37.31865168549120426177978515625;157,3999939;2020-02-24T04:53:34.000Z;162;47
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55,83810691;37.31886240653693675994873046875;159;2020-02-24T04:53:40.000Z;165;49
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55.83806273527443408966064453125;37.31922986917197704315185546875;161,3999939;2020-02-24T04:53:50.000Z;168;50
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55.83802987821400165557861328125;37,31947303;163;2020-02-24T04:53:59.000Z;171;48
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55.83796936087310314178466796875;37.31976932846009731292724609375;164,8000031;2020-02-24T04:54:10.000Z;171;54
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55.83791001699864864349365234375;37.31988298706710338592529296875;165,1999969;2020-02-24T04:54:14.000Z;174;48
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55.83786073140799999237060546875;37,32000578;165,1999969;2020-02-24T04:54:19.000Z;173;38
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55,83786601;37.32002313248813152313232421875;165,3999939;2020-02-24T04:54:20.000Z;173;38
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55,8380774;37.31982330791652202606201171875;164,8000031;2020-02-24T04:54:31.000Z;170;45
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55.83820992149412631988525390625;37,31936121;160,1999969;2020-02-24T04:54:39.000Z;167;45
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55.83831704221665859222412109375;37.31889358721673488616943359375;156,8000031;2020-02-24T04:54:43.000Z;164;0
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55.83848753012716770172119140625;37,31839193;153;2020-02-24T04:54:47.000Z;161;0
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55.83860185928642749786376953125;37,31819009;152;2020-02-24T04:54:49.000Z;160;0
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55.83880671299993991851806640625;37.31798331253230571746826171875;150,6000061;2020-02-24T04:54:52.000Z;159;45
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55,83894912;37,31795926;149,6000061;2020-02-24T04:54:54.000Z;161;45
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55,8390549;37,31806772;149;2020-02-24T04:54:56.000Z;162;45
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55,83912933;37.31837843544781208038330078125;148,1999969;2020-02-24T04:55:04.000Z;159;45
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55.83923301659524440765380859375;37,31887791;148,3999939;2020-02-24T04:55:12.000Z;160;45
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55,83926411;37.31913515366613864898681640625;148,8000031;2020-02-24T04:55:14.000Z;158;45
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55.83926235325634479522705078125;37.31961325742304325103759765625;148,6000061;2020-02-24T04:55:18.000Z;156;39
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55.83923100493848323822021484375;37.32041423209011554718017578125;150,3999939;2020-02-24T04:55:30.000Z;156;36
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55,8392336;37.32050978578627109527587890625;150,6000061;2020-02-24T04:55:33.000Z;159;36
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55.83923569880425930023193359375;37.32062562368810176849365234375;150,6000061;2020-02-24T04:55:37.000Z;163;36
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55.83924223668873310089111328125;37,32074222;150,8000031;2020-02-24T04:55:41.000Z;166;36
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55,83923729;37,32089678;150,8000031;2020-02-24T04:55:47.000Z;169;35
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55,83923662;37,32097959;150,6000061;2020-02-24T04:55:50.000Z;169;35
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55,83928742;37.32142626307904720306396484375;150;2020-02-24T04:55:58.000Z;169;0
Garmin Connect;1,1;connect.garmin.com;Garmin Connect;2020-02-24T04:50:47.000Z;Лыжи в Красногорске;16 кругов по 1,4 км без остановок + 2 по 600 м. На стадион не пускали, поэтому было много подъёмов, на них каша. В 9 утра проехал ратрак, выглянуло солнышко, и стало приятнее кататься. Готовимся к марафону в Дёмино;skate_skiing_ws;55,83945824;37.32218348421156406402587890625;147,8000031;2020-02-24T04:56:03.000Z;166;0
